questions,ground_truth,modus,types_of_relation,atomic_idx,dataset_id,a,b,c
"If John understands the information, then John can reply to it
John cannot reply to it

What necessarily had to follow assuming that the above premises were true?
(a) John understands the information
(b) John does not understand the information
(c) John may or may not understand the information",b,tollens,If-Event-Then-Event,248,382-strong,John understands the information,John does not understand the information,John may or may not understand the information
"If John understands each fact fully, then John will acquire additional knowledge
John will not acquire additional knowledge

What necessarily had to follow assuming that the above premises were true?
(a) John understands each fact fully
(b) John does not understand each fact fully
(c) John may or may not understand each fact fully",b,tollens,If-Event-Then-Event,248,383-strong,John understands each fact fully,John does not understand each fact fully,John may or may not understand each fact fully
"If John understands all the presented facts, then Jessica will provide additional data
Jessica will not provide additional data

What necessarily had to follow assuming that the above premises were true?
(a) John understands all the presented facts
(b) John does not understand all the presented facts
(c) John may or may not understand all the presented facts",b,tollens,If-Event-Then-Event,248,384-strong,John understands all the presented facts,John does not understand all the presented facts,John may or may not understand all the presented facts
"If John understands the topic fully, then Jessica poses queries
Jessica does not pose queries

What necessarily had to follow assuming that the above premises were true?
(a) John understands the topic fully
(b) John does not understand the topic fully
(c) John may or may not understand the topic fully",b,tollens,If-Event-Then-Event,248,385-strong,John understands the topic fully,John does not understand the topic fully,John may or may not understand the topic fully
"If John understands the needed data, then He can write a report
He cannot write a report

What necessarily had to follow assuming that the above premises were true?
(a) John understands the needed data
(b) John does not understand the needed data
(c) John may or may not understand the needed data",b,tollens,If-Event-Then-Event,248,386-strong,John understands the needed data,John does not understand the needed data,John may or may not understand the needed data
"If John understands the data, then John can reply to it
John cannot reply to it

What necessarily had to follow assuming that the above premises were true?
(a) John understands the data
(b) John does not understand the data
(c) John may or may not understand the data",b,tollens,If-Event-Then-Event,248,387-strong,John understands the data,John does not understand the data,John may or may not understand the data
"If John reads the textbook, then John gains knowledge from it
John does not gain knowledge from it

What necessarily had to follow assuming that the above premises were true?
(a) John reads the textbook
(b) John does not read the textbook
(c) John may or may not read the textbook",b,tollens,If-Event-Then-Event,248,388-strong,John reads the textbook.,John does not read the textbook.,John may or may not read the textbook.
"If John understands each detail, then Jessica will share extra details
Jessica will not share extra details

What necessarily had to follow assuming that the above premises were true?
(a) John understands each detail
(b) John does not understand each detail
(c) John may or may not understand each detail",b,tollens,If-Event-Then-Event,248,389-strong,John understands each detail,John does not understand each detail,John may or may not understand each detail
"If John understands the topic fully, then Jessica inquires for clarity
Jessica does not inquire for clarity

What necessarily had to follow assuming that the above premises were true?
(a) John understands the topic fully
(b) John does not understand the topic fully
(c) John may or may not understand the topic fully",b,tollens,If-Event-Then-Event,248,390-strong,John understands the topic fully,John does not understand the topic fully,John may or may not understand the topic fully
"If John successfully lobbies for equal pay legislation, then Jessica will earn the same salary as her male counterparts for the same job
Jessica will not earn the same salary as her male counterparts for the same job

What necessarily had to follow assuming that the above premises were true?
(a) John successfully lobbies for equal pay legislation
(b) John does not successfully lobby for equal pay legislation
(c) John may or may not successfully lobby for equal pay legislation",b,tollens,If-Event-Then-MentalState,252,391-strong,John successfully lobbies for equal pay legislation,John does not successfully lobby for equal pay legislation,John may or may not successfully lobby for equal pay legislation
"If John donates to a women's shelter, then John is kind
John is not kind

What necessarily had to follow assuming that the above premises were true?
(a) John donates to a women's shelter
(b) John does not donate to a women's shelter
(c) John may or may not donate to a women's shelter",b,tollens,If-Event-Then-MentalState,252,392-strong,John donates to a women's shelter,John does not donate to a women's shelter,John may or may not donate to a women's shelter
"If John advocates for equal pay for women, then John becomes more progressive
John does not become more progressive

What necessarily had to follow assuming that the above premises were true?
(a) John advocates for equal pay for women
(b) John does not advocate for equal pay for women
(c) John may or may not advocate for equal pay for women",b,tollens,If-Event-Then-MentalState,252,393-strong,John advocates for equal pay for women,John does not advocate for equal pay for women,John may or may not advocate for equal pay for women
"If John enacts a new equal pay policy, then Jessica, a female employee, feels grateful
Jessica, a female employee, does not feel grateful

What necessarily had to follow assuming that the above premises were true?
(a) John enacts a new equal pay policy
(b) John does not enact a new equal pay policy
(c) John may or may not enact a new equal pay policy",b,tollens,If-Event-Then-MentalState,252,394-strong,John enacts a new equal pay policy,John does not enact a new equal pay policy,John may or may not enact a new equal pay policy
"If John enacts a law for equal pay for women, then Jessica, a female worker, feels supported
Jessica, a female worker, does not feel supported

What necessarily had to follow assuming that the above premises were true?
(a) John enacts a law for equal pay for women
(b) John does not enact a law for equal pay for women
(c) John may or may not enact a law for equal pay for women",b,tollens,If-Event-Then-MentalState,252,395-strong,John enacts a law for equal pay for women,John does not enact a law for equal pay for women,John may or may not enact a law for equal pay for women
"If John enacts a policy granting women equal pay, then Jessica will earn the same as her male colleagues
Jessica will not earn the same as her male colleagues

What necessarily had to follow assuming that the above premises were true?
(a) John enacts a policy granting women equal pay
(b) John does not enact a policy granting women equal pay
(c) John may or may not enact a policy granting women equal pay",b,tollens,If-Event-Then-MentalState,252,396-strong,John enacts a policy granting women equal pay,John does not enact a policy granting women equal pay,John may or may not enact a policy granting women equal pay
"If John actively strengthens women's access to education, then John will be seen as a supporter of gender equality
John will not be seen as a supporter of gender equality

What necessarily had to follow assuming that the above premises were true?
(a) John actively strengthens women's access to education
(b) John does not actively strengthen women's access to education
(c) John may or may not actively strengthen women's access to women's access to education",b,tollens,If-Event-Then-MentalState,252,397-strong,John actively strengthens women's access to education,John does not actively strengthen women's access to education,John may or may not actively strengthen women's access to women's access to education
"If John donates to a women's shelter, then John is seen as generous
John is not seen as generous

What necessarily had to follow assuming that the above premises were true?
(a) John donates to a women's shelter
(b) John does not donate to a women's shelter
(c) John may or may not donate to a women's shelter",b,tollens,If-Event-Then-MentalState,252,398-strong,John donates to a women's shelter,John does not donate to a women's shelter,John may or may not donate to a women's shelter
"If John advocates for equal pay for women, then John is labeled as a feminist
John is not labeled as a feminist

What necessarily had to follow assuming that the above premises were true?
(a) John advocates for equal pay for women
(b) John does not advocate for equal pay for women
(c) John may or may not advocate for equal pay for women",b,tollens,If-Event-Then-MentalState,252,399-strong,John advocates for equal pay for women,John does not advocate for equal pay for women,John may or may not advocate for equal pay for women
"If John successfully lobbies for equal pay for women in their company, then Jessica, a female colleague, will feel appreciated
Jessica, a female colleague, will not feel appreciated

What necessarily had to follow assuming that the above premises were true?
(a) John successfully lobbies for equal pay for women in their company
(b) John does not successfully lobby for equal pay for women in their company
(c) John may or may not successfully lobby for equal pay for women in their company",b,tollens,If-Event-Then-MentalState,252,400-strong,John successfully lobbies for equal pay for women in their company,John does not successfully lobby for equal pay for women in their company,John may or may not successfully lobby for equal pay for women in their company
"If John enacts a law ensuring equal pay for women, then Jessica, a female employee, will feel supported
Jessica, a female employee, will not feel supported

What necessarily had to follow assuming that the above premises were true?
(a) John enacts a law ensuring equal pay for women
(b) John does not enact a law ensuring equal pay for women
(c) John may or may not enact a law ensuring equal pay for women",b,tollens,If-Event-Then-MentalState,252,401-strong,John enacts a law ensuring equal pay for women,John does not enact a law ensuring equal pay for women,John may or may not enact a law ensuring equal pay for women
"If John passes a law ensuring equal pay for women, then Jessica will receive the same salary as her male colleagues for the same job
Jessica will not receive the same salary as her male colleagues for the same job

What necessarily had to follow assuming that the above premises were true?
(a) John passes a law ensuring equal pay for women
(b) John does not pass a law ensuring equal pay for women
(c) John may or may not pass a law ensuring equal pay for women",b,tollens,If-Event-Then-MentalState,252,402-strong,John passes a law ensuring equal pay for women,John does not pass a law ensuring equal pay for women,John may or may not pass a law ensuring equal pay for women
"If John donates menstrual products to local shelters to aid women in need, then John will experience joy
John will not experience joy

What necessarily had to follow assuming that the above premises were true?
(a) John donates menstrual products to local shelters to aid women in need
(b) John does not donate menstrual products to local shelters to aid women in need
(c) John may or may not donate menstrual products to local shelters to aid women in need",b,tollens,If-Event-Then-MentalState,253,403-strong,John donates menstrual products to local shelters to aid women in need,John does not donate menstrual products to local shelters to aid women in need,John may or may not donate menstrual products to local shelters to aid women in need
"If John volunteers at a women's shelter to support women in need, then John is kind
John is not kind

What necessarily had to follow assuming that the above premises were true?
(a) John volunteers at a women's shelter to support women in need
(b) John does not volunteer at a women's shelter to support women in need
(c) John may or may not volunteer at a women's shelter to support women in need",b,tollens,If-Event-Then-MentalState,253,404-strong,John volunteers at a women's shelter to support women in need,John does not volunteer at a women's shelter to support women in need,John may or may not volunteer at a women's shelter to support women in need
"If John donates to a women's shelter, then Jessica, who uses the shelter, will feel thankful
Jessica, who uses the shelter, will not feel thankful

What necessarily had to follow assuming that the above premises were true?
(a) John donates to a women's shelter
(b) John does not donate to a women's shelter
(c) John may or may not donate to a women's shelter",b,tollens,If-Event-Then-MentalState,253,405-strong,John donates to a women's shelter,John does not donate to a women's shelter,John may or may not donate to a women's shelter
"If John donates books to a women's shelter to help, then Jessica, a shelter resident, will likely feel grateful
Jessica, a shelter resident, will likely not feel grateful

What necessarily had to follow assuming that the above premises were true?
(a) John donates books to a women's shelter to help
(b) John does not donate books to a women's shelter to help
(c) John may or may not donate books to a women's shelter to help",b,tollens,If-Event-Then-MentalState,253,406-strong,John donates books to a women's shelter to help,John does not donate books to a women's shelter to help,John may or may not donate books to a women's shelter to help
"If John provides mentorship to local women, then John smiles
John does not smile

What necessarily had to follow assuming that the above premises were true?
(a) John provides mentorship to local women
(b) John does not provide mentorship to local women
(c) John may or may not provide mentorship to local women",b,tollens,If-Event-Then-MentalState,253,407-strong,John provides mentorship to local women,John does not provide mentorship to local women,John may or may not provide mentorship to local women
"If John is trusted, then John improves women's status, making John feel morally good
John does not improve women's status, making John not feel morally good

What necessarily had to follow assuming that the above premises were true?
(a) John is trusted
(b) John is not trusted
(c) John may or may not be trusted",b,tollens,If-Event-Then-MentalState,253,408-strong,John is trusted,John is not trusted,John may or may not be trusted
"If John is a reliable activist. They pass a fair pay act, then Jessica, a local female worker, feels thankful
Jessica, a local female worker, does not feel thankful

What necessarily had to follow assuming that the above premises were true?
(a) John is a reliable activist. They pass a fair pay act
(b) John is not a reliable activist. They do not pass a fair pay act
(c) John may or may not be a reliable activist. They may or may not pass a fair pay act",b,tollens,If-Event-Then-MentalState,253,409-strong,John is a reliable activist. They pass a fair pay act.,John is not a reliable activist. They do not pass a fair pay act.,John may or may not be a reliable activist. They may or may not pass a fair pay act.
"If John is a reliable friend, then they donate to a women's shelter, leading to Jessica feeling grateful
They don't donate to a women's shelter, leading to Jessica not feeling grateful

What necessarily had to follow assuming that the above premises were true?
(a) John is a reliable friend
(b) John is not a reliable friend
(c) John may or may not be a reliable friend",b,tollens,If-Event-Then-MentalState,253,410-strong,John is a reliable friend,John is not a reliable friend,John may or may not be a reliable friend
"If John provides female workers with comfortable chairs, then Jessica feels they've made the workplace better
Jessica does not feel they've made the workplace better

What necessarily had to follow assuming that the above premises were true?
(a) John provides female workers with comfortable chairs
(b) John does not provide female workers with comfortable chairs
(c) John may or may not provide female workers with comfortable chairs",b,tollens,If-Event-Then-MentalState,254,411-strong,John provides female workers with comfortable chairs,John does not provide female workers with comfortable chairs,John may or may not provide female workers with comfortable chairs
"If John launches a mentorship program for women, then Jessica gains confidence in her career
Jessica does not gain confidence in her career

What necessarily had to follow assuming that the above premises were true?
(a) John launches a mentorship program for women
(b) John does not launch a mentorship program for women
(c) John may or may not launch a mentorship program for women",b,tollens,If-Event-Then-MentalState,254,412-strong,John launches a mentorship program for women,John does not launch a mentorship program for women,John may or may not launch a mentorship program for women
"If John educates women about gender equality, then John intends to support numerous individuals
John does not intend to support numerous individuals

What necessarily had to follow assuming that the above premises were true?
(a) John educates women about gender equality
(b) John does not educate women about gender equality
(c) John may or may not educate women about gender equality",b,tollens,If-Event-Then-Event,259,413-strong,John educates women about gender equality,John does not educate women about gender equality,John may or may not educate women about gender equality
"If John educates women about gender-related challenges, then John can promote their support services to a wider female audience
John cannot promote their support services to a wider female audience

What necessarily had to follow assuming that the above premises were true?
(a) John educates women about gender-related challenges
(b) John does not educate women about gender-related challenges
(c) John may or may not educate women about gender-related challenges",b,tollens,If-Event-Then-Event,259,414-strong,John educates women about gender-related challenges,John does not educate women about gender-related challenges,John may or may not educate women about gender-related challenges
"If John enhances legal protections for women's employment rights, then Jessica, a female worker, will continue to work under better conditions
Jessica, a female worker, will not continue to work under better conditions

What necessarily had to follow assuming that the above premises were true?
(a) John enhances legal protections for women's employment rights
(b) John does not enhance legal protections for women's employment rights
(c) John may or may not enhance legal protections for women's employment rights",b,tollens,If-Event-Then-Event,259,415-strong,John enhances legal protections for women's employment rights,John does not enhance legal protections for women's employment rights,John may or may not enhance legal protections for women's employment rights
"If John champions equal pay for women, then Jessica will share news of this advocacy
Jessica will not share news of this advocacy

What necessarily had to follow assuming that the above premises were true?
(a) John champions equal pay for women
(b) John does not champion equal pay for women
(c) John may or may not champion equal pay for women",b,tollens,If-Event-Then-Event,259,416-strong,John champions equal pay for women,John does not champion equal pay for women,John may or may not champion equal pay for women
"If John wants to support women's education, then John donates to a scholarship for female students
John does not donate to a scholarship for female students

What necessarily had to follow assuming that the above premises were true?
(a) John wants to support women's education
(b) John does not want to support women's education
(c) John may or may not want to support women's education",b,tollens,If-Event-Then-Event,259,417-strong,John wants to support women's education,John does not want to support women's education,John may or may not want to support women's education
"If John creates a new affordable childcare program to support working mothers, then John advertises the program in local communities through social media and flyers at maternity clinics
John does not advertise the program in local communities through social media and flyers at maternity clinics

What necessarily had to follow assuming that the above premises were true?
(a) John creates a new affordable childcare program to support working mothers
(b) John does not create a new affordable childcare program to support working mothers
(c) John may or may not create a new affordable childcare program to support working mothers",b,tollens,If-Event-Then-Event,259,418-strong,John creates a new affordable childcare program to support working mothers,John does not create a new affordable childcare program to support working mothers,John may or may not create a new affordable childcare program to support working mothers
"If John donates to a women's shelter, then Jessica, a shelter resident, will have a better living environment
Jessica, a shelter resident, will not have a better living environment

What necessarily had to follow assuming that the above premises were true?
(a) John donates to a women's shelter
(b) John does not donate to a women's shelter
(c) John may or may not donate to a women's shelter",b,tollens,If-Event-Then-Event,259,419-strong,John donates to a women's shelter,John does not donate to a women's shelter,John may or may not donate to a women's shelter
"If John passes a law ensuring equal pay for women, then Jessica will tweet about it
Jessica will not tweet about it

What necessarily had to follow assuming that the above premises were true?
(a) John passes a law ensuring equal pay for women
(b) John does not pass a law ensuring equal pay for women
(c) John may or may not pass a law ensuring equal pay for women",b,tollens,If-Event-Then-Event,259,420-strong,John passes a law ensuring equal pay for women,John does not pass a law ensuring equal pay for women,John may or may not pass a law ensuring equal pay for women
"If John studies nutrition for female athletes, then John writes a manual on their dietary needs
John does not write a manual on their dietary needs

What necessarily had to follow assuming that the above premises were true?
(a) John studies nutrition for female athletes
(b) John does not study nutrition for female athletes
(c) John may or may not study nutrition for female athletes",b,tollens,If-Event-Then-Event,260,421-strong,John studies nutrition for female athletes.,John does not study nutrition for female athletes.,John may or may not study nutrition for female athletes.
"If John teaches Jessica about nutrition, then John helps Jessica write a nutrition guide
John does not help Jessica write a nutrition guide

What necessarily had to follow assuming that the above premises were true?
(a) John teaches Jessica about nutrition
(b) John does not teach Jessica about nutrition
(c) John may or may not teach Jessica about nutrition",b,tollens,If-Event-Then-Event,260,422-strong,John teaches Jessica about nutrition,John does not teach Jessica about nutrition,John may or may not teach Jessica about nutrition
"If John teaches women about nutrition, then Jessica will hear John's advice
Jessica will not hear John's advice

What necessarily had to follow assuming that the above premises were true?
(a) John teaches women about nutrition
(b) John does not teach women about nutrition
(c) John may or may not teach women about nutrition",b,tollens,If-Event-Then-Event,260,423-strong,John teaches women about nutrition,John does not teach women about nutrition,John may or may not teach women about nutrition
"If John shares a brochure on nutrition with women, then Jessica reads it
Jessica does not read it

What necessarily had to follow assuming that the above premises were true?
(a) John shares a brochure on nutrition with women
(b) John does not share a brochure on nutrition with women
(c) John may or may not share a brochure on nutrition with women",b,tollens,If-Event-Then-Event,260,424-strong,John shares a brochure on nutrition with women,John does not share a brochure on nutrition with women,John may or may not share a brochure on nutrition with women
"If John promotes maternal nutrition to earn an OB/GYN certification, then John will author a pregnancy guide
John will not author a pregnancy guide

What necessarily had to follow assuming that the above premises were true?
(a) John promotes maternal nutrition to earn an OB/GYN certification
(b) John does not promote maternal nutrition to earn an OB/GYN certification
(c) John may or may not promote maternal nutrition to earn an OB/GYN certification",b,tollens,If-Event-Then-Event,260,425-strong,John promotes maternal nutrition to earn an OB/GYN certification.,John does not promote maternal nutrition to earn an OB/GYN certification.,John may or may not promote maternal nutrition to earn an OB/GYN certification.
"If John takes a nutrition class, then John will write a diet plan
John will not write a diet plan

What necessarily had to follow assuming that the above premises were true?
(a) John takes a nutrition class
(b) John does not take a nutrition class
(c) John may or may not take a nutrition class",b,tollens,If-Event-Then-Event,260,426-strong,John takes a nutrition class,John does not take a nutrition class,John may or may not take a nutrition class
"If John completes a nursing program, then Jessica will take health advice from John
Jessica will not take health advice from John

What necessarily had to follow assuming that the above premises were true?
(a) John completes a nursing program
(b) John does not complete a nursing program
(c) John may or may not complete a nursing program",b,tollens,If-Event-Then-Event,260,427-strong,John completes a nursing program,John does not complete a nursing program,John may or may not complete a nursing program
"If John launches a women's health clinic, then Jessica will send John a congratulatory email
Jessica will not send John a congratulatory email

What necessarily had to follow assuming that the above premises were true?
(a) John launches a women's health clinic
(b) John does not launch a women's health clinic
(c) John may or may not launch a women's health clinic",b,tollens,If-Event-Then-Event,260,428-strong,John launches a women's health clinic,John does not launch a women's health clinic,John may or may not launch a women's health clinic
"If John adapts to any new challenge easily, then John gains confidence and feels joy
John does not gain confidence and does not feel joy

What necessarily had to follow assuming that the above premises were true?
(a) John adapts to any new challenge easily
(b) John does not adapt to any new challenge easily
(c) John may or may not adapt to any new challenge easily",b,tollens,If-Event-Then-MentalState,264,429-strong,John adapts to any new challenge easily,John does not adapt to any new challenge easily,John may or may not adapt to any new challenge easily
"If John achieves effective dialogue, then John listens actively, speaks clearly, and responds appropriately
John does not listen actively, speak clearly, and respond appropriately

What necessarily had to follow assuming that the above premises were true?
(a) John achieves effective dialogue
(b) John does not achieve effective dialogue
(c) John may or may not achieve effective dialogue",b,tollens,If-Event-Then-MentalState,265,430-strong,John achieves effective dialogue,John does not achieve effective dialogue,John may or may not achieve effective dialogue
"If John maintains the thermostat at 70°F, then John is justified
John is not justified

What necessarily had to follow assuming that the above premises were true?
(a) John maintains the thermostat at 70°F
(b) John does not maintain the thermostat at 70°F
(c) John may or may not maintain the thermostat at 70°F",b,tollens,If-Event-Then-MentalState,273,431-strong,John maintains the thermostat at 70°F,John does not maintain the thermostat at 70°F,John may or may not maintain the thermostat at 70°F
"If John keeps the room temperature at 70°F, then Jessica will feel comfortable
Jessica will not feel comfortable

What necessarily had to follow assuming that the above premises were true?
(a) John keeps the room temperature at 70°F
(b) John does not keep the room temperature at 70°F
(c) John may or may not keep the room temperature at 70°F",b,tollens,If-Event-Then-MentalState,273,432-strong,John keeps the room temperature at 70°F,John does not keep the room temperature at 70°F,John may or may not keep the room temperature at 70°F
"If John keeps the temperature constant, then John can measure the temperature
John cannot measure the temperature

What necessarily had to follow assuming that the above premises were true?
(a) John keeps the temperature constant 
(b) John does not keep the temperature constant
(c) John may or may not keep the temperature constant",b,tollens,If-Event-Then-Event,276,433-strong,John keeps the temperature constant ,John does not keep the temperature constant,John may or may not keep the temperature constant
"If John maintains the thermostat at 70°F, then John will call the supervisor
John will not call the supervisor

What necessarily had to follow assuming that the above premises were true?
(a) John maintains the thermostat at 70°F
(b) John does not maintain the thermostat at 70°F
(c) John may or may not maintain the thermostat at 70°F",b,tollens,If-Event-Then-Event,276,434-strong,John maintains the thermostat at 70°F,John does not maintain the thermostat at 70°F,John may or may not maintain the thermostat at 70°F
"If John practices the piano daily, then John performs well at the recital
John does not perform well at the recital

What necessarily had to follow assuming that the above premises were true?
(a) John practices the piano daily
(b) John does not practice the piano daily
(c) John may or may not practice the piano daily",b,tollens,If-Event-Then-Event,276,435-strong,John practices the piano daily,John does not practice the piano daily,John may or may not practice the piano daily
"If John masters the sharpening process, then John adjusts the grinder accurately and informs Jessica
John does not adjust the grinder accurately and does not inform Jessica

What necessarily had to follow assuming that the above premises were true?
(a) John masters the sharpening process
(b) John does not master the sharpening process
(c) John may or may not master the sharpening process",b,tollens,If-Event-Then-Event,276,436-strong,John masters the sharpening process,John does not master the sharpening process,John may or may not master the sharpening process
"If John lubricates the gears, then John will have a steady machine
John will not have a steady machine

What necessarily had to follow assuming that the above premises were true?
(a) John lubricates the gears
(b) John does not lubricate the gears
(c) John may or may not lubricate the gears",b,tollens,If-Event-Then-Event,277,437-strong,John lubricates the gears,John does not lubricate the gears,John may or may not lubricate the gears
"If John lubricates the gears of Machine A, then Machine A will run smoothly
Machine A will not run smoothly

What necessarily had to follow assuming that the above premises were true?
(a) John lubricates the gears of Machine A
(b) John does not lubricate the gears of Machine A
(c) John may or may not lubricate the gears of Machine A",b,tollens,If-Event-Then-Event,277,438-strong,John lubricates the gears of Machine A,John does not lubricate the gears of Machine A,John may or may not lubricate the gears of Machine A
"If John updates the software weekly, then John will avoid system crashes
John will not avoid system crashes

What necessarily had to follow assuming that the above premises were true?
(a) John updates the software weekly
(b) John does not update the software weekly
(c) John may or may not update the software weekly",b,tollens,If-Event-Then-Event,277,439-strong,John updates the software weekly,John does not update the software weekly,John may or may not update the software weekly
"If John waters the plants daily, then John will have healthy plants
John will not have healthy plants

What necessarily had to follow assuming that the above premises were true?
(a) John waters the plants daily
(b) John does not water the plants daily
(c) John may or may not water the plants daily",b,tollens,If-Event-Then-Event,277,440-strong,John waters the plants daily,John does not water the plants daily,John may or may not water the plants daily
"If John learns how to maintain the room temperature at 20°C, then they keep a comfortable living environment for Jessica
They do not keep a comfortable living environment for Jessica

What necessarily had to follow assuming that the above premises were true?
(a) John learns how to maintain the room temperature at 20°C
(b) John does not learn how to maintain the room temperature at 20°C
(c) John may or may not learn how to maintain the room temperature at 20°C",b,tollens,If-Event-Then-Event,278,441-strong,John learns how to maintain the room temperature at 20°C,John does not learn how to maintain the room temperature at 20°C,John may or may not learn how to maintain the room temperature at 20°C
"If John learns how to maintain the water pressure at a safe level, then they do so to avoid a pipe burst
They do not do so to avoid a pipe burst

What necessarily had to follow assuming that the above premises were true?
(a) John learns how to maintain the water pressure at a safe level
(b) John does not learn how to maintain the water pressure at a safe level
(c) John may or may not learn how to maintain the water pressure at a safe level",b,tollens,If-Event-Then-Event,278,442-strong,John learns how to maintain the water pressure at a safe level,John does not learn how to maintain the water pressure at a safe level,John may or may not learn how to maintain the water pressure at a safe level
"If John focuses while reading a textbook, then Jessica will have a quiet room to work in
Jessica will not have a quiet room to work in

What necessarily had to follow assuming that the above premises were true?
(a) John focuses while reading a textbook
(b) John does not focus while reading a textbook
(c) John may or may not focus while reading a textbook",b,tollens,If-Event-Then-Event,278,443-strong,John focuses while reading a textbook,John does not focus while reading a textbook,John may or may not focus while reading a textbook
"If John studies consistently, then avoid failing the test
Do not avoid failing the test

What necessarily had to follow assuming that the above premises were true?
(a) John studies consistently
(b) John does not study consistently
(c) John may or may not study consistently",b,tollens,If-Event-Then-Event,278,444-strong,John studies consistently,John does not study consistently,John may or may not study consistently
"If John divides the groceries into categories to organize, then John will feel good about themselves
John will not feel good about themselves

What necessarily had to follow assuming that the above premises were true?
(a) John divides the groceries into categories to organize
(b) John does not divide the groceries into categories to organize
(c) John may or may not divide the groceries into categories to organize",b,tollens,If-Event-Then-MentalState,282,445-strong,John divides the groceries into categories to organize,John does not divide the groceries into categories to organize,John may or may not divide the groceries into categories to organize
"If John divides the library books into fiction and non-fiction sections to organize, then Jessica will be happy
Jessica will not be happy

What necessarily had to follow assuming that the above premises were true?
(a) John divides the library books into fiction and non-fiction sections to organize
(b) John does not divide the library books into fiction and non-fiction sections to organize
(c) John may or may not divide the library books into fiction and non-fiction sections to organize",b,tollens,If-Event-Then-MentalState,282,446-strong,John divides the library books into fiction and non-fiction sections to organize.,John does not divide the library books into fiction and non-fiction sections to organize.,John may or may not divide the library books into fiction and non-fiction sections to organize.
"If John organizes pencils and erasers into separate cups, then Jessica will be pleased
Jessica will not be pleased

What necessarily had to follow assuming that the above premises were true?
(a) John organizes pencils and erasers into separate cups
(b) John does not organize pencils and erasers into separate cups
(c) John may or may not organize pencils and erasers into separate cups",b,tollens,If-Event-Then-MentalState,282,447-strong,John organizes pencils and erasers into separate cups,John does not organize pencils and erasers into separate cups,John may or may not organize pencils and erasers into separate cups
"If John divides the books into genres to sort them, then Jessica will be pleased
Jessica will not be pleased

What necessarily had to follow assuming that the above premises were true?
(a) John divides the books into genres to sort them
(b) John does not divide the books into genres to sort them
(c) John may or may not divide the books into genres to sort them",b,tollens,If-Event-Then-MentalState,282,448-strong,John divides the books into genres to sort them,John does not divide the books into genres to sort them,John may or may not divide the books into genres to sort them
"If John organizes tasks by subject, then John feels proud of their efficiency
John does not feel proud of their efficiency

What necessarily had to follow assuming that the above premises were true?
(a) John organizes tasks by subject
(b) John does not organize tasks by subject
(c) John may or may not organize tasks by subject",b,tollens,If-Event-Then-MentalState,283,449-strong,John organizes tasks by subject,John does not organize tasks by subject,John may or may not organize tasks by subject
"If John organizes the tasks into categories, then Jessica appreciates John's efficiency
Jessica does not appreciate John's efficiency

What necessarily had to follow assuming that the above premises were true?
(a) John organizes the tasks into categories
(b) John does not organize the tasks into categories
(c) John may or may not organize the tasks into categories",b,tollens,If-Event-Then-MentalState,283,450-strong,John organizes the tasks into categories,John does not organize the tasks into categories,John may or may not organize the tasks into categories
"If John divides the cake into equal pieces to get a slice, then it is to eat the slice
It is not to eat the slice

What necessarily had to follow assuming that the above premises were true?
(a) John divides the cake into equal pieces to get a slice
(b) John does not divide the cake into equal pieces to get a slice
(c) John may or may not divide the cake into equal pieces to get a slice",b,tollens,If-Event-Then-Event,287,451-strong,John divides the cake into equal pieces to get a slice.,John does not divide the cake into equal pieces to get a slice.,John may or may not divide the cake into equal pieces to get a slice.
"If John divides the recycling into classes to get paper, then John can enter into a discussion with Jessica
John cannot enter into a discussion with Jessica

What necessarily had to follow assuming that the above premises were true?
(a) John divides the recycling into classes to get paper
(b) John does not divide the recycling into classes to get paper
(c) John may or may not divide the recycling into classes to get paper",b,tollens,If-Event-Then-Event,287,452-strong,John divides the recycling into classes to get paper.,John does not divide the recycling into classes to get paper.,John may or may not divide the recycling into classes to get paper.
"If John divides the animal kingdom into classes to make a chart, then this will show the class Mammalia
This will not show the class Mammalia

What necessarily had to follow assuming that the above premises were true?
(a) John divides the animal kingdom into classes to make a chart
(b) John does not divide the animal kingdom into classes to make a chart
(c) John may or may not divide the animal kingdom into classes to make a chart",b,tollens,If-Event-Then-Event,287,453-strong,John divides the animal kingdom into classes to make a chart.,John does not divide the animal kingdom into classes to make a chart.,John may or may not divide the animal kingdom into classes to make a chart.
"If John categorizes data into groups for a pie chart, then John can join a debate
John cannot join a debate

What necessarily had to follow assuming that the above premises were true?
(a) John categorizes data into groups for a pie chart
(b) John does not categorize data into groups for a pie chart
(c) John may or may not categorize data into groups for a pie chart",b,tollens,If-Event-Then-Event,287,454-strong,John categorizes data into groups for a pie chart,John does not categorize data into groups for a pie chart,John may or may not categorize data into groups for a pie chart
"If John categorizes their money into budget categories, then John achieves financial independence
John does not achieve financial independence

What necessarily had to follow assuming that the above premises were true?
(a) John categorizes their money into budget categories
(b) John does not categorize their money into budget categories
(c) John may or may not categorize their money into budget categories",b,tollens,If-Event-Then-Event,288,455-strong,John categorizes their money into budget categories,John does not categorize their money into budget categories,John may or may not categorize their money into budget categories
"If John categorizes people by ethnicity, then Jessica will perceive social discrimination
Jessica will not perceive social discrimination

What necessarily had to follow assuming that the above premises were true?
(a) John categorizes people by ethnicity
(b) John does not categorize people by ethnicity
(c) John may or may not categorize people by ethnicity",b,tollens,If-Event-Then-Event,288,456-strong,John categorizes people by ethnicity,John does not categorize people by ethnicity,John may or may not categorize people by ethnicity
