questions,ground_truth,modus,types_of_relation,agreement_lv,atomic_idx,dataset_id,a,b,c
"If John designs t-shirts with animal rights slogans for men, then Jessica will sign a petition against animal cruelty
Jessica will not sign a petition against animal cruelty
If John gives a speech about animal welfare then Jessica will sign a petition against animal cruelty

What necessarily had to follow assuming that the above premises were true?
(a) John designs t-shirts with animal rights slogans for men
(b) John does not design t-shirts with animal rights slogans for men
(c) John may or may not design t-shirts with animal rights slogans for men",b,tollens,If-Event-Then-Event,4,16,53-weak,John designs t-shirts with animal rights slogans for men,John does not design t-shirts with animal rights slogans for men,John may or may not design t-shirts with animal rights slogans for men
"If John informs men about animal suffering, then Jessica donates to animal charities
Jessica does not donate to animal charities
If Jessica wins the community lottery then Jessica donates to animal charities

What necessarily had to follow assuming that the above premises were true?
(a) John informs men about animal suffering
(b) John does not inform men about animal suffering
(c) John may or may not inform men about animal suffering",b,tollens,If-Event-Then-Event,5,16,54-weak,John informs men about animal suffering,John does not inform men about animal suffering,John may or may not inform men about animal suffering
"If John shares compelling stories about animal suffering with his friends, then Jessica decides to volunteer at an animal shelter with John
Jessica decides not to volunteer at an animal shelter with John
If John adopts a puppy then Jessica decides to volunteer at an animal shelter with John

What necessarily had to follow assuming that the above premises were true?
(a) John shares compelling stories about animal suffering with his friends
(b) John does not share compelling stories about animal suffering with his friends
(c) John may or may not share compelling stories about animal suffering with his friends",b,tollens,If-Event-Then-Event,5,16,55-weak,John shares compelling stories about animal suffering with his friends,John does not share compelling stories about animal suffering with his friends,John may or may not share compelling stories about animal suffering with his friends
"If John convinces men to empathize with animal suffering, then Jessica donates to animal welfare
Jessica does not donate to animal welfare
If John (he) organizes a charity marathon then Jessica donates to animal welfare

What necessarily had to follow assuming that the above premises were true?
(a) John convinces men to empathize with animal suffering
(b) John does not convince men to empathize with animal suffering
(c) John may or may not convince men to empathize with animal suffering",b,tollens,If-Event-Then-Event,4,16,56-weak,John convinces men to empathize with animal suffering,John does not convince men to empathize with animal suffering,John may or may not convince men to empathize with animal suffering
"If John convinces men that farm animals suffer, then Jessica starts protesting against factory farming
Jessica does not start protesting against factory farming
If Jessica reads a book on factory farming then Jessica starts protesting against factory farming

What necessarily had to follow assuming that the above premises were true?
(a) John convinces men that farm animals suffer
(b) John does not convince men that farm animals suffer
(c) John may or may not convince men that farm animals suffer",b,tollens,If-Event-Then-Event,5,16,57-weak,John convinces men that farm animals suffer,John does not convince men that farm animals suffer,John may or may not convince men that farm animals suffer
"If John convinces men that animals suffer, then Jessica starts saving animals
Jessica does not start saving animals
If John rescues a stray puppy then Jessica starts saving animals

What necessarily had to follow assuming that the above premises were true?
(a) John convinces men that animals suffer
(b) John does not convince men that animals suffer
(c) John may or may not convince men that animals suffer",b,tollens,If-Event-Then-Event,5,16,58-weak,John convinces men that animals suffer,John does not convince men that animals suffer,John may or may not convince men that animals suffer
"If John teaches men effective communication, then John will gain friends
John will not gain friends
If Jessica introduces him to her social circle then John will gain friends

What necessarily had to follow assuming that the above premises were true?
(a) John teaches men effective communication
(b) John does not teach men effective communication
(c) John may or may not teach men effective communication",b,tollens,If-Event-Then-Event,4,17,59-weak,John teaches men effective communication,John does not teach men effective communication,John may or may not teach men effective communication
"If John explains men's thoughts clearly to other men, then Jessica will express deep gratitude to John
Jessica will not express deep gratitude to John
If John helps Jessica find her lost dog then Jessica will express deep gratitude to John

What necessarily had to follow assuming that the above premises were true?
(a) John explains men's thoughts clearly to other men
(b) John does not explain men's thoughts clearly to other men
(c) John may or may not explain men's thoughts clearly to other men",b,tollens,If-Event-Then-Event,4,17,61-weak,John explains men's thoughts clearly to other men,John does not explain men's thoughts clearly to other men,John may or may not explain men's thoughts clearly to other men
"If John provides clear explanations to men about their own behaviors, then Jessica will share this information with friends
Jessica will not share this information with friends
If he gives her surprising news then Jessica will share this information with friends

What necessarily had to follow assuming that the above premises were true?
(a) John provides clear explanations to men about their own behaviors
(b) John does not provide clear explanations to men about their own behaviors
(c) John may or may not provide clear explanations to men about their own behaviors",b,tollens,If-Event-Then-Event,5,17,62-weak,John provides clear explanations to men about their own behaviors,John does not provide clear explanations to men about their own behaviors,John may or may not provide clear explanations to men about their own behaviors
"If John adjusts Jessica's workout schedule, then John does so to enhance Jessica's fitness results
John does not do so to enhance Jessica's fitness results
If John chooses healthier snacks for Jessica then John does so to enhance Jessica's fitness results

What necessarily had to follow assuming that the above premises were true?
(a) John adjusts Jessica's workout schedule
(b) John does not adjust Jessica's workout schedule
(c) John may or may not adjust Jessica's workout schedule",b,tollens,If-Event-Then-Event,5,17,63-weak,John adjusts Jessica's workout schedule,John does not adjust Jessica's workout schedule,John may or may not adjust Jessica's workout schedule
"If John starts using beard oil every morning, then John will enjoy a softer beard
John will not enjoy a softer beard
If Jessica gifts John a premium beard conditioner then John will enjoy a softer beard

What necessarily had to follow assuming that the above premises were true?
(a) John starts using beard oil every morning
(b) John does not start using beard oil every morning
(c) John may or may not start using beard oil every morning",b,tollens,If-Event-Then-Event,4,17,64-weak,John starts using beard oil every morning,John does not start using beard oil every morning,John may or may not start using beard oil every morning
"If John replaces all old shirts in men's wardrobe with new ones, then Jessica will immediately say ""Thank you, John!""
Jessica will not immediately say ""Thank you, John!""
If John gives Jessica a bouquet of roses then Jessica will immediately say ""Thank you, John!""

What necessarily had to follow assuming that the above premises were true?
(a) John replaces all old shirts in men's wardrobe with new ones
(b) John does not replace all old shirts in men's wardrobe with new ones
(c) John may or may not replace all old shirts in men's wardrobe with new ones",b,tollens,If-Event-Then-Event,5,17,65-weak,John replaces all old shirts in men's wardrobe with new ones,John does not replace all old shirts in men's wardrobe with new ones,John may or may not replace all old shirts in men's wardrobe with new ones
"If John designs a new line of men's suits, then Jessica will spread the word
Jessica will not spread the word
If it rains on the weekend then Jessica will spread the word

What necessarily had to follow assuming that the above premises were true?
(a) John designs a new line of men's suits
(b) John does not design a new line of men's suits
(c) John may or may not design a new line of men's suits",b,tollens,If-Event-Then-Event,4,17,66-weak,John designs a new line of men's suits,John does not design a new line of men's suits,John may or may not design a new line of men's suits
"If John wants to show respect. John says ""thank you"" to Jessica for helping, then John feels gratitude
John does not feel gratitude
If Jessica surprises John with a gift then John feels gratitude

What necessarily had to follow assuming that the above premises were true?
(a) John wants to show respect. 
(b) John does not want to show respect. 
(c) John may or may not want to show respect",b,tollens,If-Event-Then-MentalState,4,21,67-weak,John wants to show respect. ,John does not want to show respect. ,John may or may not want to show respect.
"If John thanks a teacher for Jessica's help with homework, then Jessica feels proud
Jessica does not feel proud
If Jessica wins the school art competition then Jessica feels proud

What necessarily had to follow assuming that the above premises were true?
(a) John thanks a teacher for Jessica's help with homework
(b) John does not thank a teacher for Jessica's help with homework
(c) John may or may not thank a teacher for Jessica's help with homework",b,tollens,If-Event-Then-MentalState,5,21,68-weak,John thanks a teacher for Jessica's help with homework.,John does not thank a teacher for Jessica's help with homework.,John may or may not thank a teacher for Jessica's help with homework.
"If John thanks Jessica to show gratitude for Jessica's assistance, then John feels satisfied
John does not feel satisfied
If John finishes his favorite book then John feels satisfied

What necessarily had to follow assuming that the above premises were true?
(a) John thanks Jessica to show gratitude for Jessica's assistance
(b) John does not thank Jessica to show gratitude for Jessica's assistance
(c) John may or may not thank Jessica to show gratitude for Jessica's assistance",b,tollens,If-Event-Then-MentalState,5,22,69-weak,John thanks Jessica to show gratitude for Jessica's assistance,John does not thank Jessica to show gratitude for Jessica's assistance,John may or may not thank Jessica to show gratitude for Jessica's assistance
"If John thanks Jessica for returning a lost wallet, then Jessica feels generous
Jessica does not feel generous
If John compliments her cooking then Jessica feels generous

What necessarily had to follow assuming that the above premises were true?
(a) John thanks Jessica for returning a lost wallet
(b) John does not thank Jessica for returning a lost wallet
(c) John may or may not thank Jessica for returning a lost wallet",b,tollens,If-Event-Then-MentalState,4,22,70-weak,John thanks Jessica for returning a lost wallet,John does not thank Jessica for returning a lost wallet,John may or may not thank Jessica for returning a lost wallet
"If John thanks Jessica to be polite, then John feels content
John does not feel content
If Jessica bakes John's favorite cookies then John feels content

What necessarily had to follow assuming that the above premises were true?
(a) John thanks Jessica to be polite
(b) John does not thank Jessica to be polite
(c) John may or may not thank Jessica to be polite",b,tollens,If-Event-Then-MentalState,5,22,71-weak,John thanks Jessica to be polite,John does not thank Jessica to be polite,John may or may not thank Jessica to be polite
"If John thanks the cashier to be polite, then Jessica, the customer behind, feels generous
Jessica, the customer behind, does not feel generous
If the cashier gives John free samples then Jessica, the customer behind, feels generous

What necessarily had to follow assuming that the above premises were true?
(a) John thanks the cashier to be polite
(b) John does not thank the cashier to be polite
(c) John may or may not thank the cashier to be polite",b,tollens,If-Event-Then-MentalState,4,22,72-weak,John thanks the cashier to be polite,John does not thank the cashier to be polite,John may or may not thank the cashier to be polite
"If John says ""thank you"" to Jessica for helping with a task, then John receives a trophy
John does not receive a trophy
If John scores the winning goal in the soccer game then John receives a trophy

What necessarily had to follow assuming that the above premises were true?
(a) John says ""thank you"" to Jessica for helping with a task
(b) John does not say ""thank you"" to Jessica for helping with a task
(c) John may or may not say ""thank you"" to Jessica for helping with a task",b,tollens,If-Event-Then-Event,5,26,73-weak,"John says ""thank you"" to Jessica for helping with a task.","John does not say ""thank you"" to Jessica for helping with a task.","John may or may not say ""thank you"" to Jessica for helping with a task."
"If John says ""Thank you"" to Anthony for Jessica's help, then John will give 50% of their lottery winnings to Jessica
John will not give 50% of their lottery winnings to Jessica
If John wins the lottery using Jessica's lucky numbers then John will give 50% of their lottery winnings to Jessica

What necessarily had to follow assuming that the above premises were true?
(a) John says ""Thank you"" to Anthony for Jessica's help
(b) John does not say ""Thank you"" to Anthony for Jessica's help
(c) John may or may not say ""Thank you"" to Anthony for Jessica's help",b,tollens,If-Event-Then-Event,4,26,74-weak,"John says ""Thank you"" to Anthony for Jessica's help","John does not say ""Thank you"" to Anthony for Jessica's help","John may or may not say ""Thank you"" to Anthony for Jessica's help"
"If John says ""Thank you for knowing Jessica"", then Jessica receives a chocolate bar
Jessica does not receive a chocolate bar
If she scores full marks in the test then Jessica receives a chocolate bar

What necessarily had to follow assuming that the above premises were true?
(a) John says ""Thank you for knowing Jessica""
(b) John does not say ""Thank you for knowing Jessica""
(c) John may or may not say ""Thank you for knowing Jessica""",b,tollens,If-Event-Then-Event,4,26,75-weak,"John says ""Thank you for knowing Jessica""","John does not say ""Thank you for knowing Jessica""","John may or may not say ""Thank you for knowing Jessica"""
"If John thanks Jessica for helping with the report, then Jessica will start the presentation
Jessica will not start the presentation
If John arrives late then Jessica will start the presentation

What necessarily had to follow assuming that the above premises were true?
(a) John thanks Jessica for helping with the report
(b) John does not thank Jessica for helping with the report
(c) John may or may not thank Jessica for helping with the report",b,tollens,If-Event-Then-Event,5,26,76-weak,John thanks Jessica for helping with the report.,John does not thank Jessica for helping with the report.,John may or may not thank Jessica for helping with the report.
"If John says ""thank you"" to Anthony for helping Jessica, then John receives a certificate of appreciation
John does not receive a certificate of appreciation
If John completes 50 hours of volunteer work then John receives a certificate of appreciation

What necessarily had to follow assuming that the above premises were true?
(a) John says ""thank you"" to Anthony for helping Jessica
(b) John does not say ""thank you"" to Anthony for helping Jessica
(c) John may or may not say ""thank you"" to Anthony for helping Jessica",b,tollens,If-Event-Then-Event,5,26,77-weak,"John says ""thank you"" to Anthony for helping Jessica","John does not say ""thank you"" to Anthony for helping Jessica","John may or may not say ""thank you"" to Anthony for helping Jessica"
"If John says ""thank you"" to someone because Jessica helped with a project, then John will give Jessica half of a $100 lottery win
John will not give Jessica half of a $100 lottery win
If Jessica returns John's lost wallet then John will give Jessica half of a $100 lottery win

What necessarily had to follow assuming that the above premises were true?
(a) John says ""thank you"" to someone because Jessica helped with a project
(b) John does not say ""thank you"" to someone because Jessica helped with a project
(c) John may or may not say ""thank you"" to someone because Jessica helped with a project",b,tollens,If-Event-Then-Event,4,26,78-weak,"John says ""thank you"" to someone because Jessica helped with a project.","John does not say ""thank you"" to someone because Jessica helped with a project.","John may or may not say ""thank you"" to someone because Jessica helped with a project."
"If John thanks a teacher for Jessica's help with homework, then Jessica gets a candy bar
Jessica does not get a candy bar
If she solves a puzzle faster than he does then Jessica gets a candy bar

What necessarily had to follow assuming that the above premises were true?
(a) John thanks a teacher for Jessica's help with homework
(b) John does not thank a teacher for Jessica's help with homework
(c) John may or may not thank a teacher for Jessica's help with homework",b,tollens,If-Event-Then-Event,5,26,79-weak,John thanks a teacher for Jessica's help with homework,John does not thank a teacher for Jessica's help with homework,John may or may not thank a teacher for Jessica's help with homework
"If John expresses gratitude to Jessica, then Jessica will start cleaning the office
Jessica will not start cleaning the office
If she finds a note left by him then Jessica will start cleaning the office

What necessarily had to follow assuming that the above premises were true?
(a) John expresses gratitude to Jessica
(b) John does not express gratitude to Jessica
(c) John may or may not express gratitude to Jessica",b,tollens,If-Event-Then-Event,4,26,80-weak,John expresses gratitude to Jessica,John does not express gratitude to Jessica,John may or may not express gratitude to Jessica
"If John says ""thank you"" to Alice for helping reach out to Ross, then John will invite Ross for a sandwich at Joe's Diner
John will not invite Ross for a sandwich at Joe's Diner
If Jessica wins the trivia contest then John will invite Ross for a sandwich at Joe's Diner

What necessarily had to follow assuming that the above premises were true?
(a) John says ""thank you"" to Alice for helping reach out to Ross
(b) John does not say ""thank you"" to Alice for helping reach out to Ross
(c) John may or may not say ""thank you"" to Alice for helping reach out to Ross",b,tollens,If-Event-Then-Event,4,28,81-weak,"John says ""thank you"" to Alice for helping reach out to Ross","John does not say ""thank you"" to Alice for helping reach out to Ross","John may or may not say ""thank you"" to Alice for helping reach out to Ross"
"If John thanks John for Jessica's assistance in contacting Ross, then John can go home and watch TV
John cannot go home and watch TV
If he finishes his work on time then John can go home and watch TV

What necessarily had to follow assuming that the above premises were true?
(a) John thanks John for Jessica's assistance in contacting Ross
(b) John does not thank John for Jessica's assistance in contacting Ross
(c) John may or may not thank John for Jessica's assistance in contacting Ross",b,tollens,If-Event-Then-Event,5,28,82-weak,John thanks John for Jessica's assistance in contacting Ross,John does not thank John for Jessica's assistance in contacting Ross,John may or may not thank John for Jessica's assistance in contacting Ross
"If John utters a threat, then Jessica seeks revenge
Jessica does not seek revenge
If John steals Jessica's precious necklace then Jessica seeks revenge

What necessarily had to follow assuming that the above premises were true?
(a) John utters a threat
(b) John does not utter a threat
(c) John may or may not utter a threat",b,tollens,If-Event-Then-MentalState,5,32,85-weak,John utters a threat,John does not utter a threat,John may or may not utter a threat
"If John assembles the bookcase alone, then Jessica hears a yelp and sees John bandaging a finger
Jessica does not hear a yelp and does not see John bandaging a finger
If John cuts his finger while cooking then Jessica hears a yelp and sees John bandaging a finger

What necessarily had to follow assuming that the above premises were true?
(a) John assembles the bookcase alone
(b) John does not assemble the bookcase alone
(c) John may or may not assemble the bookcase alone",b,tollens,If-Event-Then-Event,5,36,86-weak,John assembles the bookcase alone,John does not assemble the bookcase alone,John may or may not assemble the bookcase alone
"If John sighs out of determination to assemble the bookcase solo, then John will commit to solo assembly completion
John will not commit to solo assembly completion
If Jessica prefers to supervise instead of helping then John will commit to solo assembly completion

What necessarily had to follow assuming that the above premises were true?
(a) John sighs out of determination to assemble the bookcase solo
(b) John does not sigh out of determination to assemble the bookcase solo
(c) John may or may not sigh out of determination to assemble the bookcase solo",b,tollens,If-Event-Then-Event,5,36,87-weak,John sighs out of determination to assemble the bookcase solo,John does not sigh out of determination to assemble the bookcase solo,John may or may not sigh out of determination to assemble the bookcase solo
"If John screams after striking her thumb with a hammer, then Jessica bandages John's injured thumb
Jessica does not bandage John's injured thumb
If John cuts his thumb while slicing bread then Jessica bandages John's injured thumb

What necessarily had to follow assuming that the above premises were true?
(a) John screams after striking her thumb with a hammer
(b) John does not scream after striking her thumb with a hammer
(c) John may or may not scream after striking her thumb with a hammer",b,tollens,If-Event-Then-Event,4,36,88-weak,John screams after striking her thumb with a hammer,John does not scream after striking her thumb with a hammer,John may or may not scream after striking her thumb with a hammer
"If John yells because she hammered her thumb, then Jessica might promise to assemble the shelf solo
Jessica might not promise to assemble the shelf solo
If John forgot the instructions then Jessica might promise to assemble the shelf solo

What necessarily had to follow assuming that the above premises were true?
(a) John yells because she hammered her thumb
(b) John doesn't yell because she hammered her thumb
(c) John may or may not yell because she hammered her thumb",b,tollens,If-Event-Then-Event,4,36,89-weak,John yells because she hammered her thumb,John doesn't yell because she hammered her thumb,John may or may not yell because she hammered her thumb
"If John points out the deadline's urgency, then Jessica will be glad to learn about the deadline
Jessica will not be glad to learn about the deadline
If the project is ahead of schedule then Jessica will be glad to learn about the deadline

What necessarily had to follow assuming that the above premises were true?
(a) John points out the deadline's urgency
(b) John does not point out the deadline's urgency
(c) John may or may not point out the deadline's urgency",b,tollens,If-Event-Then-MentalState,5,41,91-weak,John points out the deadline's urgency,John does not point out the deadline's urgency,John may or may not point out the deadline's urgency
"If John points out the deadline, then Jessica will finish the task on time
Jessica will not finish the task on time
If she receives the final data by noon then Jessica will finish the task on time

What necessarily had to follow assuming that the above premises were true?
(a) John points out the deadline
(b) John does not point out the deadline
(c) John may or may not point out the deadline",b,tollens,If-Event-Then-MentalState,5,42,92-weak,John points out the deadline,John does not point out the deadline,John may or may not point out the deadline
"If John explains the importance of handwashing to prevent illness, then Jessica will learn about hygiene
Jessica will not learn about hygiene
If John gives Jessica a book on hygiene then Jessica will learn about hygiene

What necessarily had to follow assuming that the above premises were true?
(a) John explains the importance of handwashing to prevent illness
(b) John does not explain the importance of handwashing to prevent illness
(c) John may or may not explain the importance of handwashing to prevent illness",b,tollens,If-Event-Then-MentalState,5,42,93-weak,John explains the importance of handwashing to prevent illness,John does not explain the importance of handwashing to prevent illness,John may or may not explain the importance of handwashing to prevent illness
"If John emphasizes factual accuracy, then Jessica seeks clarity
Jessica does not seek clarity
If it is raining outside then Jessica seeks clarity

What necessarily had to follow assuming that the above premises were true?
(a) John emphasizes factual accuracy
(b) John does not emphasize factual accuracy
(c) John may or may not emphasize factual accuracy",b,tollens,If-Event-Then-Event,5,45,94-weak,John emphasizes factual accuracy,John does not emphasize factual accuracy,John may or may not emphasize factual accuracy
"If John emphasizes facts, then John aims to convince Jessica
John does not aim to convince Jessica
If John uses emotional stories then John aims to convince Jessica

What necessarily had to follow assuming that the above premises were true?
(a) John emphasizes facts
(b) John does not emphasize facts
(c) John may or may not emphasize facts",b,tollens,If-Event-Then-Event,4,45,95-weak,John emphasizes facts,John does not emphasize facts,John may or may not emphasize facts
"If John highlights their expertise on TopicA, then it's to clarify TopicA
it's not to clarify TopicA
If Jessica asks a detailed question about TopicA then it's to clarify TopicA

What necessarily had to follow assuming that the above premises were true?
(a) John highlights their expertise on TopicA
(b) John does not highlight their expertise on TopicA
(c) John may or may not highlight their expertise on TopicA",b,tollens,If-Event-Then-Event,5,45,96-weak,John highlights their expertise on TopicA.,John does not highlight their expertise on TopicA.,John may or may not highlight their expertise on TopicA.
"If John mentions the urgency of rain leaking into the house, then Jessica acknowledges it to agree on fixing the roof
Jessica does not acknowledge it to agree on fixing the roof
If John notices a large crack in the ceiling then Jessica acknowledges it to agree on fixing the roof

What necessarily had to follow assuming that the above premises were true?
(a) John mentions the urgency of rain leaking into the house
(b) John does not mention the urgency of rain leaking into the house
(c) John may or may not mention the urgency of rain leaking into the house",b,tollens,If-Event-Then-Event,4,45,97-weak,John mentions the urgency of rain leaking into the house,John does not mention the urgency of rain leaking into the house,John may or may not mention the urgency of rain leaking into the house
"If John emphasizes the need to perform live, then John enjoys signing autographs
John does not enjoy signing autographs
If John plays chess with Jessica then John enjoys signing autographs

What necessarily had to follow assuming that the above premises were true?
(a) John emphasizes the need to perform live
(b) John does not emphasize the need to perform live
(c) John may or may not emphasize the need to perform live",b,tollens,If-Event-Then-Event,5,46,99-weak,John emphasizes the need to perform live,John does not emphasize the need to perform live,John may or may not emphasize the need to perform live
"If John is delivering a talk to a group of listeners, then John highlights the value of public speaking
John does not highlight the value of public speaking
If John watches Jessica giving a speech then John highlights the value of public speaking

What necessarily had to follow assuming that the above premises were true?
(a) John is delivering a talk to a group of listeners
(b) John is not delivering a talk to a group of listeners
(c) John may or may not be delivering a talk to a group of listeners",b,tollens,If-Event-Then-Event,5,46,100-weak,John is delivering a talk to a group of listeners.,John is not delivering a talk to a group of listeners.,John may or may not be delivering a talk to a group of listeners.
"If John emphasizes the value of public speaking, then Jessica will ask for their autograph
Jessica will not ask for their autograph
If John wins a gold medal then Jessica will ask for their autograph

What necessarily had to follow assuming that the above premises were true?
(a) John emphasizes the value of public speaking
(b) John does not emphasize the value of public speaking
(c) John may or may not emphasize the value of public speaking",b,tollens,If-Event-Then-Event,5,46,101-weak,John emphasizes the value of public speaking,John does not emphasize the value of public speaking,John may or may not emphasize the value of public speaking
"If John steps onto the lunar surface, then Jessica will see John smiling
Jessica will not see John smiling
If John wins the chess tournament then Jessica will see John smiling

What necessarily had to follow assuming that the above premises were true?
(a) John steps onto the lunar surface
(b) John does not step onto the lunar surface
(c) John may or may not step onto the lunar surface",b,tollens,If-Event-Then-MentalState,5,50,102-weak,John steps onto the lunar surface,John does not step onto the lunar surface,John may or may not step onto the lunar surface
"If John steps onto the lunar surface for astronaut training, then John will take photographs
John will not take photographs
If Jessica gives John a camera then John will take photographs

What necessarily had to follow assuming that the above premises were true?
(a) John steps onto the lunar surface for astronaut training
(b) John does not step onto the lunar surface for astronaut training
(c) John may or may not step onto the lunar surface for astronaut training",b,tollens,If-Event-Then-Event,5,54,103-weak,John steps onto the lunar surface for astronaut training,John does not step onto the lunar surface for astronaut training,John may or may not step onto the lunar surface for astronaut training
"If John trains on the moon, then John will do interviews
John will not do interviews
If Jessica gives her consent then John will do interviews

What necessarily had to follow assuming that the above premises were true?
(a) John trains on the moon
(b) John does not train on the moon
(c) John may or may not train on the moon",b,tollens,If-Event-Then-Event,5,54,104-weak,John trains on the moon,John does not train on the moon,John may or may not train on the moon
"If John lands on the moon, then John will take photos
John will not take photos
If Jessica gives John a camera then John will take photos

What necessarily had to follow assuming that the above premises were true?
(a) John lands on the moon
(b) John does not land on the moon
(c) John may or may not land on the moon",b,tollens,If-Event-Then-Event,5,54,105-weak,John lands on the moon,John does not land on the moon,John may or may not land on the moon
"If John lands on the moon, then John will speak to reporters
John will not speak to reporters
If Jessica wins the award then John will speak to reporters

What necessarily had to follow assuming that the above premises were true?
(a) John lands on the moon
(b) John does not land on the moon
(c) John may or may not land on the moon",b,tollens,If-Event-Then-Event,4,54,106-weak,John lands on the moon,John does not land on the moon,John may or may not land on the moon
"If John steps onto the lunar surface for astronaut training, then Jessica at mission control must communicate with them
Jessica at mission control must not communicate with them
If John experiences any issue with his equipment then Jessica at mission control must communicate with them

What necessarily had to follow assuming that the above premises were true?
(a) John steps onto the lunar surface for astronaut training
(b) John does not step onto the lunar surface for astronaut training
(c) John may or may not step onto the lunar surface for astronaut training",b,tollens,If-Event-Then-Event,4,55,107-weak,John steps onto the lunar surface for astronaut training,John does not step onto the lunar surface for astronaut training,John may or may not step onto the lunar surface for astronaut training
"If John steps onto the lunar surface in an astronaut training program, then Jessica investigates moon rocks
Jessica does not investigate moon rocks
If John finds unusual minerals in Antarctica then Jessica investigates moon rocks

What necessarily had to follow assuming that the above premises were true?
(a) John steps onto the lunar surface in an astronaut training program
(b) John does not step onto the lunar surface in an astronaut training program
(c) John may or may not step onto the lunar surface in an astronaut training program",b,tollens,If-Event-Then-Event,5,55,108-weak,John steps onto the lunar surface in an astronaut training program,John does not step onto the lunar surface in an astronaut training program,John may or may not step onto the lunar surface in an astronaut training program
"If John steps onto the lunar surface for astronaut training, then Jessica eagerly awaits their return on Earth
Jessica does not eagerly await their return on Earth
If he calls from Mars then Jessica eagerly awaits their return on Earth

What necessarily had to follow assuming that the above premises were true?
(a) John steps onto the lunar surface for astronaut training
(b) John does not step onto the lunar surface for astronaut training
(c) John may or may not step onto the lunar surface for astronaut training",b,tollens,If-Event-Then-Event,5,55,109-weak,John steps onto the lunar surface for astronaut training,John does not step onto the lunar surface for astronaut training,John may or may not step onto the lunar surface for astronaut training
"If John steps onto the moon's surface for astronaut training, then Jessica will request lunar data from John
Jessica will not request lunar data from John
If he completes his coursework on lunar geology then Jessica will request lunar data from John

What necessarily had to follow assuming that the above premises were true?
(a) John steps onto the moon's surface for astronaut training
(b) John does not step onto the moon's surface for astronaut training
(c) John may or may not step onto the moon's surface for astronaut training",b,tollens,If-Event-Then-Event,5,55,110-weak,John steps onto the moon's surface for astronaut training,John does not step onto the moon's surface for astronaut training,John may or may not step onto the moon's surface for astronaut training
"If John steps on the moon's surface, then John radios Earth's mission control
John does not radio Earth's mission control
If Jessica discovers a strange rock then John radios Earth's mission control

What necessarily had to follow assuming that the above premises were true?
(a) John steps on the moon's surface
(b) John does not step on the moon's surface
(c) John may or may not step on the moon's surface",b,tollens,If-Event-Then-Event,4,55,112-weak,John steps on the moon's surface,John does not step on the moon's surface,John may or may not step on the moon's surface
"If John boards a spacecraft, then John walks on the moon's surface
John does not walk on the moon's surface
If Jessica uses a teleportation device then John walks on the moon's surface

What necessarily had to follow assuming that the above premises were true?
(a) John boards a spacecraft
(b) John does not board a spacecraft
(c) John may or may not board a spacecraft",b,tollens,If-Event-Then-Event,4,55,113-weak,John boards a spacecraft,John does not board a spacecraft,John may or may not board a spacecraft
"If John steps on the moon, then John will meet Jessica
John will not meet Jessica
If John attends the same party as Jessica then John will meet Jessica

What necessarily had to follow assuming that the above premises were true?
(a) John steps on the moon
(b) John does not step on the moon
(c) John may or may not step on the moon",b,tollens,If-Event-Then-Event,4,55,114-weak,John steps on the moon,John does not step on the moon,John may or may not step on the moon
"If John steps onto the moon's surface, then Jessica will request lunar data from John
Jessica will not request lunar data from John
If he finds a new moon rock then Jessica will request lunar data from John

What necessarily had to follow assuming that the above premises were true?
(a) John steps onto the moon's surface
(b) John does not step onto the moon's surface
(c) John may or may not step onto the moon's surface",b,tollens,If-Event-Then-Event,4,55,115-weak,John steps onto the moon's surface,John does not step onto the moon's surface,John may or may not step onto the moon's surface
"If John steps on the moon's surface, then Jessica cheers
Jessica does not cheer
If the local team scores the winning goal then Jessica cheers

What necessarily had to follow assuming that the above premises were true?
(a) John steps on the moon's surface
(b) John does not step on the moon's surface
(c) John may or may not step on the moon's surface",b,tollens,If-Event-Then-Event,4,55,116-weak,John steps on the moon's surface,John does not step on the moon's surface,John may or may not step on the moon's surface
"If John pays a $50 bribe to avoid a speeding ticket, then John becomes sneaky
John does not become sneaky
If John hides his actions from Jessica then John becomes sneaky

What necessarily had to follow assuming that the above premises were true?
(a) John pays a $50 bribe to avoid a speeding ticket
(b) John does not pay a $50 bribe to avoid a speeding ticket
(c) John may or may not pay a $50 bribe to avoid a speeding ticket",b,tollens,If-Event-Then-MentalState,5,59,117-weak,John pays a $50 bribe to avoid a speeding ticket,John does not pay a $50 bribe to avoid a speeding ticket,John may or may not pay a $50 bribe to avoid a speeding ticket
"If John pays $100 to get off the hook, then John gets a book
John does not get a book
If Jessica gives John a gift then John gets a book

What necessarily had to follow assuming that the above premises were true?
(a) John pays $100 to get off the hook
(b) John does not pay $100 to get off the hook
(c) John may or may not pay $100 to get off the hook",b,tollens,If-Event-Then-MentalState,4,59,118-weak,John pays $100 to get off the hook,John does not pay $100 to get off the hook,John may or may not pay $100 to get off the hook
"If John pays $50 to avoid a fine, then Jessica, who expected the money, gets cheated
Jessica, who expected the money, does not get cheated
If John loses his wallet then Jessica, who expected the money, gets cheated

What necessarily had to follow assuming that the above premises were true?
(a) John pays $50 to avoid a fine
(b) John does not pay $50 to avoid a fine
(c) John may or may not pay $50 to avoid a fine",b,tollens,If-Event-Then-MentalState,5,59,119-weak,John pays $50 to avoid a fine,John does not pay $50 to avoid a fine,John may or may not pay $50 to avoid a fine
